t_s,reward_t,episode_return,num_intersections,totalQ_list,avg_delay_list,accidents_list,num_accident_clusters,max_cluster_size
637.0,-1597.9151822997908,-1008497.2069158173,4,344.2618;374.2383;218.3160;290.4513,983.6051;1069.2522;623.7600;829.8608,1;1;1;1,0,0
638.0,-1606.0535028851127,-1010103.2604187025,4,345.3972;376.0894;220.2492;291.8615,986.8490;1074.5410;629.2833;833.8900,1;1;1;1,0,0
639.0,-1614.193669566407,-1011717.4540882689,4,346.5325;377.9404;222.1822;293.2733,990.0929;1079.8297;634.8063;837.9238,1;1;1;1,0,0
640.0,-1622.3356493150034,-1013339.789737584,4,347.6678;379.7914;224.1151;294.6868,993.3366;1085.1182;640.3289;841.9623,1;1;1;1,0,0
641.0,-1630.4794098149732,-1014970.2691473989,4,348.8031;381.6423;226.0479;296.1018,996.5802;1090.4065;645.8512;846.0053,1;1;1;1,0,0
642.0,-1638.6249194449038,-1016608.8940668438,4,349.9383;383.4931;227.9806;297.5185,999.8238;1095.6945;651.3731;850.0528,1;1;1;1,0,0
643.0,-1646.7721472602059,-1018255.666214104,4,351.0736;385.3438;229.9132;298.9367,1003.0673;1100.9824;656.8947;854.1048,1;1;1;1,0,0
644.0,-1654.921062975938,-1019910.5872770799,4,352.2088;387.1945;231.8456;300.3564,1006.3107;1106.2700;662.4161;858.1611,1;1;1;1,0,0
645.0,-1663.07163695013,-1021573.6589140301,4,353.3439;389.0451;233.7780;301.7776,1009.5541;1111.5574;667.9370;862.2218,1;1;1;1,0,0
646.0,-1671.223840167588,-1023244.8827541977,4,354.4791;390.8956;235.7102;303.2004,1012.7973;1116.8445;673.4577;866.2867,1;1;1;1,0,0
647.0,-1679.3776442241704,-1024924.2603984219,4,355.6142;392.7460;237.6423;304.6246,1016.0405;1122.1314;678.9781;870.3559,1;1;1;1,0,0
648.0,-1687.5330213115126,-1026611.7934197334,4,356.7493;394.5963;239.5744;306.0502,1019.2836;1127.4180;684.4982;874.4292,1;1;1;1,0,0
649.0,-1695.6899442021934,-1028307.4833639356,4,357.8843;396.4465;241.5063;307.4773,1022.5266;1132.7043;690.0179;878.5066,1;1;1;1,0,0
650.0,-1703.8483862353232,-1030011.3317501709,4,359.0194;398.2966;243.4381;308.9058,1025.7696;1137.9903;695.5374;882.5880,1;1;1;1,0,0
651.0,-1712.0083213025448,-1031723.3400714735,4,360.1544;400.1466;245.3698;310.3357,1029.0125;1143.2760;701.0566;886.6734,1;1;1;1,0,0
652.0,-1720.1697238344304,-1033443.5097953079,4,361.2893;401.9965;247.3014;311.7670,1032.2552;1148.5614;706.5755;890.7628,1;1;1;1,0,0
653.0,-1728.3325687872643,-1035171.8423640952,4,362.4243;403.8463;249.2329;313.1996,1035.4980;1153.8465;712.0941;894.8561,1;1;1;1,0,0
654.0,-1736.4968316301997,-1036908.3391957254,4,363.5592;405.6959;251.1643;314.6336,1038.7406;1159.1312;717.6124;898.9532,1;1;1;1,0,0
655.0,-1744.6624883327745,-1038653.0016840581,4,364.6941;407.5455;253.0956;316.0689,1041.9832;1164.4157;723.1304;903.0541,1;1;1;1,0,0
656.0,-1752.8295153527804,-1040405.8311994108,4,365.8290;409.3949;255.0269;317.5055,1045.2257;1169.6997;728.6482;907.1587,1;1;1;1,0,0
657.0,-1760.997889624465,-1042166.8290890353,4,366.9638;411.2442;256.9580;318.9435,1048.4681;1174.9835;734.1656;911.2670,1;1;1;1,0,0
658.0,-1769.16758854707,-1043935.9966775824,4,368.0986;413.0934;258.8890;320.3827,1051.7104;1180.2668;739.6828;915.3790,1;1;1;1,0,0
659.0,-1777.3385899736809,-1045713.335267556,4,369.2334;414.9424;260.8199;321.8231,1054.9527;1185.5498;745.1998;919.4946,1;1;1;1,0,0
660.0,-1785.5108722003897,-1047498.8461397564,4,370.3682;416.7914;262.7508;323.2648,1058.1949;1190.8324;750.7164;923.6138,1;1;1;1,0,0
661.0,-1793.6844139557513,-1049292.530553712,4,371.5029;418.6401;264.6815;324.7078,1061.4370;1196.1147;756.2328;927.7364,1;1;1;1,0,0
662.0,-1801.8591943905362,-1051094.3897481025,4,372.6377;420.4888;266.6121;326.1519,1064.6790;1201.3965;761.7490;931.8626,1;1;1;1,0,0
663.0,-1810.035193067757,-1052904.4249411703,4,373.7723;422.3373;268.5427;327.5973,1067.9210;1206.6780;767.2649;935.9921,1;1;1;1,0,0
664.0,-1818.2123899529697,-1054722.6373311232,4,374.9070;424.1857;270.4732;329.0438,1071.1629;1211.9591;772.7805;940.1251,1;1;1;1,0,0
665.0,-1826.3907654048412,-1056549.028096528,4,376.0416;426.0339;272.4035;330.4915,1074.4047;1217.2397;778.2959;944.2614,1;1;1;1,0,0
666.0,-1834.5703001659663,-1058383.598396694,4,377.1763;427.8820;274.3338;331.9404,1077.6464;1222.5200;783.8110;948.4010,1;1;1;1,0,0
667.0,-1842.7509753539396,-1060226.349372048,4,378.3108;429.7299;276.2640;333.3904,1080.8881;1227.7998;789.3259;952.5439,1;1;1;1,0,0
668.0,-1850.932772452661,-1062077.2821445006,4,379.4454;431.5777;278.1942;334.8415,1084.1297;1233.0792;794.8405;956.6901,1;1;1;1,0,0
669.0,-1859.1156733038802,-1063936.3978178045,4,380.5799;433.4254;280.1242;336.2938,1087.3712;1238.3582;800.3549;960.8394,1;1;1;1,0,0
670.0,-1867.2996600989609,-1065803.6974779034,4,381.7144;435.2729;282.0542;337.7471,1090.6127;1243.6368;805.8690;964.9918,1;1;1;1,0,0
671.0,-1875.484715370871,-1067679.1821932744,4,382.8489;437.1202;283.9840;339.2016,1093.8541;1248.9149;811.3829;969.1474,1;1;1;1,0,0
672.0,-1883.67082198638,-1069562.8530152608,4,383.9834;438.9674;285.9138;340.6571,1097.0954;1254.1926;816.8966;973.3061,1;1;1;1,0,0
673.0,-1891.8579631384653,-1071454.7109783993,4,385.1178;440.8145;287.8435;342.1137,1100.3366;1259.4699;822.4100;977.4678,1;1;1;1,0,0
674.0,-1900.0461223389177,-1073354.7571007381,4,386.2522;442.6613;289.7731;343.5714,1103.5778;1264.7467;827.9233;981.6326,1;1;1;1,0,0
675.0,-1908.2352834111416,-1075262.9923841492,4,387.3866;444.5081;291.7027;345.0301,1106.8189;1270.0230;833.4362;985.8003,1;1;1;1,0,0
676.0,-1916.4254304831431,-1077179.4178146324,4,388.5210;446.3546;293.6321;346.4898,1110.0599;1275.2989;838.9490;989.9709,1;1;1;1,0,0
677.0,-1924.616547980701,-1079104.0343626132,4,389.6553;448.2010;295.5615;347.9506,1113.3008;1280.5744;844.4615;994.1445,1;1;1;1,0,0
678.0,-1932.8086206207167,-1081036.842983234,4,390.7896;450.0473;297.4908;349.4123,1116.5417;1285.8493;849.9738;998.3209,1;1;1;1,0,0
679.0,-1941.0016334047339,-1082977.8446166387,4,391.9239;451.8933;299.4201;350.8751,1119.7825;1291.1239;855.4859;1002.5002,1;1;1;1,0,0
680.0,-1949.1955716126258,-1084927.0401882513,4,393.0581;453.7393;301.3492;352.3388,1123.0233;1296.3979;860.9978;1006.6823,1;1;1;1,0,0
681.0,-1957.3904207964483,-1086884.4306090476,4,394.1924;455.5850;303.2783;353.8035,1126.2639;1301.6715;866.5094;1010.8672,1;1;1;1,0,0
682.0,-1965.586166774447,-1088850.016775822,4,395.3266;457.4306;305.2073;355.2692,1129.5045;1306.9446;872.0209;1015.0548,1;1;1;1,0,0
683.0,-1973.782795625216,-1090823.7995714473,4,396.4608;459.2760;307.1362;356.7358,1132.7451;1312.2172;877.5321;1019.2452,1;1;1;1,0,0
684.0,-1981.9802936820122,-1092805.7798651294,4,397.5949;461.1213;309.0651;358.2034,1135.9855;1317.4893;883.0431;1023.4382,1;1;1;1,0,0
685.0,-1990.1786475272045,-1094795.9585126566,4,398.7291;462.9663;310.9939;359.6719,1139.2259;1322.7610;888.5539;1027.6339,1;1;1;1,0,0
686.0,-1998.377843986873,-1096794.3363566436,4,399.8632;464.8113;312.9226;361.1413,1142.4662;1328.0321;894.0645;1031.8323,1;1;1;1,0,0
687.0,-2006.5778701255354,-1098800.9142267692,4,400.9973;466.6560;314.8512;362.6116,1145.7065;1333.3028;899.5749;1036.0332,1;1;1;1,0,0
688.0,-2014.7787132410126,-1100815.6929400102,4,402.1313;468.5006;316.7798;364.0829,1148.9467;1338.5730;905.0851;1040.2367,1;1;1;1,0,0
689.0,-2022.9803608594186,-1102838.6733008695,4,403.2654;470.3450;318.7083;365.5550,1152.1868;1343.8427;910.5951;1044.4428,1;1;1;1,0,0
690.0,-2031.1828007302781,-1104869.8561015998,4,404.3994;472.1892;320.6367;367.0280,1155.4268;1349.1119;916.1049;1048.6514,1;1;1;1,0,0
691.0,-2039.386020821763,-1106909.2421224215,4,405.5334;474.0332;322.5651;368.5019,1158.6668;1354.3806;921.6145;1052.8625,1;1;1;1,0,0
692.0,-2047.590009316048,-1108956.8321317376,4,406.6674;475.8771;324.4934;369.9766,1161.9067;1359.6488;927.1240;1057.0760,1;1;1;1,0,0
693.0,-2055.7947546047826,-1111012.6268863424,4,407.8013;477.7208;326.4216;371.4522,1165.1466;1364.9165;932.6332;1061.2920,1;1;1;1,0,0
694.0,-2064.000245284671,-1113076.6271316272,4,408.9352;479.5643;328.3498;372.9287,1168.3864;1370.1837;938.1422;1065.5105,1;1;1;1,0,0
695.0,-2072.2064701531617,-1115148.8336017802,4,410.0691;481.4077;330.2779;374.4059,1171.6261;1375.4505;943.6510;1069.7313,1;1;1;1,0,0
696.0,-2080.413418204246,-1117229.2470199845,4,411.2030;483.2508;332.2059;375.8841,1174.8657;1380.7166;949.1597;1073.9545,1;1;1;1,0,0
697.0,-2088.621078624352,-1119317.868098609,4,412.3369;485.0938;334.1338;377.3630,1178.1053;1385.9823;954.6681;1078.1800,1;1;1;1,0,0
698.0,-2096.829440788344,-1121414.6975393973,4,413.4707;486.9366;336.0617;378.8427,1181.3448;1391.2475;960.1764;1082.4078,1;1;1;1,0,0
699.0,-2105.0384942556148,-1123519.736033653,4,414.6045;488.7793;337.9896;380.3233,1184.5843;1396.5122;965.6845;1086.6380,1;1;1;1,0,0
700.0,-2113.2482287662783,-1125632.9842624192,4,415.7383;490.6217;339.9173;381.8046,1187.8236;1401.7763;971.1924;1090.8704,1;1;1;1,0,0
701.0,-2121.458634237444,-1127754.4428966567,4,416.8720;492.4640;341.8450;383.2868,1191.0629;1407.0400;976.7001;1095.1050,1;1;1;1,0,0
702.0,-2129.6697007595876,-1129884.1125974164,4,418.0058;494.3061;343.7727;384.7697,1194.3022;1412.3031;982.2077;1099.3419,1;1;1;1,0,0
703.0,-2137.881418593008,-1132021.9940160094,4,419.1395;496.1480;345.7003;386.2534,1197.5414;1417.5658;987.7150;1103.5810,1;1;1;1,0,0
704.0,-2146.093778164369,-1134168.0877941737,4,420.2732;497.9897;347.6278;387.7378,1200.7805;1422.8279;993.2222;1107.8223,1;1;1;1,0,0
705.0,-2154.306770063313,-1136322.394564237,4,421.4068;499.8313;349.5552;389.2230,1204.0195;1428.0894;998.7292;1112.0657,1;1;1;1,0,0
706.0,-2162.520385039172,-1138484.9149492763,4,422.5405;501.6727;351.4826;390.7090,1207.2585;1433.3505;1004.2361;1116.3113,1;1;1;1,0,0
707.0,-2170.734613997744,-1140655.6495632739,4,423.6741;503.5139;353.4100;392.1956,1210.4974;1438.6111;1009.7427;1120.5590,1;1;1;1,0,0
708.0,-2178.9494479981445,-1142834.599011272,4,424.8077;505.3549;355.3372;393.6831,1213.7363;1443.8711;1015.2493;1124.8088,1;1;1;1,0,0
709.0,-2187.1648782497386,-1145021.7638895216,4,425.9413;507.1957;357.2645;395.1712,1216.9751;1449.1306;1020.7556;1129.0606,1;1;1;1,0,0
710.0,-2195.380896109141,-1147217.1447856307,4,427.0748;509.0364;359.1916;396.6601,1220.2138;1454.3896;1026.2617;1133.3146,1;1;1;1,0,0
711.0,-2203.5974930772845,-1149420.7422787081,4,428.2084;510.8768;361.1187;398.1497,1223.4525;1459.6481;1031.7677;1137.5705,1;1;1;1,0,0
712.0,-2211.814660796559,-1151632.5569395048,4,429.3419;512.7171;363.0458;399.6400,1226.6911;1464.9061;1037.2736;1141.8285,1;1;1;1,0,0
713.0,-2220.0323910480147,-1153852.5893305528,4,430.4754;514.5572;364.9727;401.1310,1229.9296;1470.1635;1042.7792;1146.0885,1;1;1;1,0,0
714.0,-2228.250675748629,-1156080.8400063014,4,431.6088;516.3971;366.8997;402.6227,1233.1681;1475.4204;1048.2847;1150.3505,1;1;1;1,0,0
715.0,-2236.4695069486406,-1158317.3095132501,4,432.7423;518.2369;368.8265;404.1150,1236.4065;1480.6768;1053.7901;1154.6144,1;1;1;1,0,0
716.0,-2244.688876828938,-1160561.998390079,4,433.8757;520.0764;370.7533;405.6081,1239.6449;1485.9327;1059.2953;1158.8802,1;1;1;1,0,0
717.0,-2252.908777698513,-1162814.9071677774,4,435.0091;521.9158;372.6801;407.1018,1242.8832;1491.1880;1064.8003;1163.1480,1;1;1;1,0,0
718.0,-2261.1292019919683,-1165076.0363697694,4,436.1425;523.7550;374.6068;408.5962,1246.1214;1496.4428;1070.3052;1167.4177,1;1;1;1,0,0
719.0,-2269.3501422670847,-1167345.3865120364,4,437.2758;525.5940;376.5335;410.0913,1249.3595;1501.6971;1075.8099;1171.6893,1;1;1;1,0,0
720.0,-2277.5715912024402,-1169622.9581032388,4,438.4092;527.4328;378.4601;411.5870,1252.5976;1506.9509;1081.3144;1175.9627,1;1;1;1,0,0
721.0,-2285.7935415950847,-1171908.751644834,4,439.5425;529.2715;380.3866;413.0833,1255.8357;1512.2042;1086.8188;1180.2380,1;1;1;1,0,0
722.0,-2294.015986358266,-1174202.7676311922,4,440.6758;531.1099;382.3131;414.5803,1259.0737;1517.4569;1092.3231;1184.5152,1;1;1;1,0,0
723.0,-2302.238918519207,-1176505.0065497113,4,441.8091;532.9482;384.2395;416.0780,1262.3116;1522.7091;1097.8272;1188.7941,1;1;1;1,0,0
724.0,-2310.4623312169324,-1178815.4688809284,4,442.9423;534.7863;386.1659;417.5762,1265.5494;1527.9608;1103.3311;1193.0749,1;1;1;1,0,0
725.0,-2318.6862177001426,-1181134.1550986285,4,444.0755;536.6242;388.0922;419.0751,1268.7872;1533.2120;1108.8349;1197.3575,1;1;1;1,0,0
726.0,-2326.910571325137,-1183461.0656699536,4,445.2087;538.4619;390.0185;420.5746,1272.0250;1538.4626;1114.3386;1201.6418,1;1;1;1,0,0
727.0,-2335.1353855537805,-1185796.2010555074,4,446.3419;540.2995;391.9447;422.0747,1275.2626;1543.7128;1119.8421;1205.9278,1;1;1;1,0,0
728.0,-2343.3606539515167,-1188139.561709459,4,447.4751;542.1368;393.8709;423.5755,1278.5002;1548.9624;1125.3454;1210.2156,1;1;1;1,0,0
729.0,-2351.586370185423,-1190491.1480796444,4,448.6082;543.9740;395.7970;425.0768,1281.7378;1554.2114;1130.8486;1214.5052,1;1;1;1,0,0
730.0,-2359.812528022311,-1192850.9606076668,4,449.7414;545.8110;397.7231;426.5787,1284.9753;1559.4600;1136.3517;1218.7964,1;1;1;1,0,0
731.0,-2368.039121326864,-1195218.9997289935,4,450.8745;547.6478;399.6491;428.0813,1288.2127;1564.7080;1141.8546;1223.0893,1;1;1;1,0,0
732.0,-2376.2661440598176,-1197595.2658730533,4,452.0075;549.4844;401.5751;429.5844,1291.4501;1569.9556;1147.3574;1227.3839,1;1;1;1,0,0
733.0,-2384.493590276182,-1199979.7594633296,4,453.1406;551.3209;403.5010;431.0881,1294.6874;1575.2026;1152.8600;1231.6802,1;1;1;1,0,0
734.0,-2392.7214541234994,-1202372.480917453,4,454.2736;553.1572;405.4269;432.5923,1297.9247;1580.4490;1158.3625;1235.9781,1;1;1;1,0,0
735.0,-2400.949729840136,-1204773.430647293,4,455.4066;554.9932;407.3527;434.0972,1301.1619;1585.6950;1163.8649;1240.2777,1;1;1;1,0,0
736.0,-2409.178411753619,-1207182.6090590467,4,456.5396;556.8292;409.2785;435.6026,1304.3990;1590.9404;1169.3671;1244.5789,1;1;1;1,0,0
737.0,-2417.4074942790025,-1209600.0165533258,4,457.6726;558.6649;411.2042;437.1086,1307.6361;1596.1854;1174.8692;1248.8816,1;1;1;1,0,0
738.0,-2425.636971917269,-1212025.653525243,4,458.8056;560.5004;413.1299;438.6151,1310.8731;1601.4298;1180.3711;1253.1860,1;1;1;1,0,0
739.0,-2433.8668392537693,-1214459.5203644969,4,459.9385;562.3358;415.0555;440.1222,1314.1100;1606.6736;1185.8729;1257.4919,1;1;1;1,0,0
740.0,-2442.097090956688,-1216901.6174554536,4,461.0714;564.1710;416.9811;441.6298,1317.3469;1611.9170;1191.3746;1261.7994,1;1;1;1,0,0
741.0,-2450.3277217755494,-1219351.9451772291,4,462.2043;566.0060;418.9066;443.1380,1320.5838;1617.1599;1196.8761;1266.1085,1;1;1;1,0,0
742.0,-2458.55872653975,-1221810.503903769,4,463.3372;567.8408;420.8321;444.6467,1323.8206;1622.4022;1202.3775;1270.4191,1;1;1;1,0,0
743.0,-2466.790100157121,-1224277.294003926,4,464.4701;569.6754;422.7576;446.1559,1327.0573;1627.6440;1207.8788;1274.7312,1;1;1;1,0,0
744.0,-2475.0218376125254,-1226752.3158415386,4,465.6029;571.5099;424.6830;447.6657,1330.2940;1632.8853;1213.3799;1279.0448,1;1;1;1,0,0
745.0,-2483.2539339664813,-1229235.569775505,4,466.7357;573.3441;426.6083;449.1760,1333.5306;1638.1261;1218.8810;1283.3600,1;1;1;1,0,0
746.0,-2491.4863843538137,-1231727.0561598588,4,467.8685;575.1782;428.5336;450.6868,1336.7671;1643.3664;1224.3818;1287.6766,1;1;1;1,0,0
747.0,-2499.7191839823336,-1234226.7753438412,4,469.0013;577.0122;430.4589;452.1981,1340.0036;1648.6062;1229.8826;1291.9947,1;1;1;1,0,0
748.0,-2507.952328131549,-1236734.7276719727,4,470.1340;578.8459;432.3841;453.7100,1343.2401;1653.8454;1235.3832;1296.3142,1;1;1;1,0,0
749.0,-2516.185812151397,-1239250.913484124,4,471.2668;580.6795;434.3093;455.2223,1346.4764;1659.0842;1240.8837;1300.6352,1;1;1;1,0,0
750.0,-2231.888272236716,-1241482.8017563608,4,472.4166;582.5855;436.1780;229.1775,1349.7616;1664.5301;1246.2228;654.7927,1;1;1;1,0,0
751.0,-2240.2337323449574,-1243723.0354887058,4,473.5663;584.4911;438.0470;230.7440,1353.0467;1669.9747;1251.5630;659.2685,1;1;1;1,0,0
752.0,-2248.5792622667864,-1245971.6147509727,4,474.7160;586.3963;439.9164;232.3107,1356.3315;1675.4180;1256.9040;663.7448,1;1;1;1,0,0
753.0,-2256.924858508105,-1248228.5396094809,4,475.8657;588.3010;441.7861;233.8776,1359.6162;1680.8601;1262.2461;668.2218,1;1;1;1,0,0
754.0,-2265.2705176394506,-1250493.8101271202,4,477.0152;590.2053;443.6562;235.4448,1362.9006;1686.3010;1267.5891;672.6994,1;1;1;1,0,0
755.0,-2273.6162362947593,-1252767.426363415,4,478.1647;592.1092;445.5265;237.0121,1366.1849;1691.7406;1272.9330;677.1775,1;1;1;1,0,0
756.0,-2281.9620111701524,-1255049.3883745852,4,479.3142;594.0126;447.3972;238.5797,1369.4691;1697.1790;1278.2779;681.6563,1;1;1;1,0,0
757.0,-2290.3078390227515,-1257339.696213608,4,480.4636;595.9157;449.2683;240.1475,1372.7530;1702.6161;1283.6236;686.1357,1;1;1;1,0,0
758.0,-2298.6537166695166,-1259638.3499302773,4,481.6129;597.8182;451.1396;241.7155,1376.0368;1708.0521;1288.9703;690.6157,1;1;1;1,0,0
759.0,-2306.9996409861087,-1261945.3495712634,4,482.7621;599.7204;453.0113;243.2837,1379.3204;1713.4868;1294.3179;695.0963,1;1;1;1,0,0
760.0,-2315.345608905777,-1264260.6951801693,4,483.9114;601.6221;454.8832;244.8521,1382.6039;1718.9203;1299.6664;699.5774,1;1;1;1,0,0
761.0,-2323.6916174182707,-1266584.3867975876,4,485.0605;603.5234;456.7555;246.4207,1385.8871;1724.3527;1305.0158;704.0591,1;1;1;1,0,0
762.0,-2332.037663568767,-1268916.4244611564,4,486.2096;605.4243;458.6281;247.9895,1389.1702;1729.7838;1310.3660;708.5414,1;1;1;1,0,0
763.0,-2340.383744456831,-1271256.8082056132,4,487.3586;607.3248;460.5010;249.5585,1392.4531;1735.2137;1315.7171;713.0243,1;1;1;1,0,0
764.0,-2348.729857235392,-1273605.5380628486,4,488.5076;609.2249;462.3742;251.1277,1395.7359;1740.6425;1321.0691;717.5078,1;1;1;1,0,0
765.0,-2357.0759991097366,-1275962.6140619584,4,489.6565;611.1245;464.2477;252.6971,1399.0185;1746.0700;1326.4219;721.9918,1;1;1;1,0,0
766.0,-2365.4221673365328,-1278328.036229295,4,490.8053;613.0237;466.1214;254.2667,1402.3009;1751.4964;1331.7755;726.4764,1;1;1;1,0,0
767.0,-2373.7683592228655,-1280701.8045885179,4,491.9541;614.9226;467.9955;255.8365,1405.5832;1756.9216;1337.1300;730.9615,1;1;1;1,0,0
768.0,-2382.1145721252974,-1283083.9191606431,4,493.1028;616.8210;469.8699;257.4065,1408.8653;1762.3457;1342.4853;735.4472,1;1;1;1,0,0
769.0,-2390.460803448943,-1285474.379964092,4,494.2515;618.7190;471.7445;258.9767,1412.1472;1767.7686;1347.8414;739.9335,1;1;1;1,0,0
770.0,-2398.807050646572,-1287873.1870147386,4,495.4001;620.6166;473.6194;260.5471,1415.4289;1773.1903;1353.1984;744.4203,1;1;1;1,0,0
771.0,-2407.1533112177167,-1290280.3403259562,4,496.5487;622.5138;475.4946;262.1177,1418.7105;1778.6109;1358.5561;748.9076,1;1;1;1,0,0
772.0,-2415.4995827078124,-1292695.839908664,4,497.6972;624.4106;477.3701;263.6884,1421.9920;1784.0303;1363.9146;753.3955,1;1;1;1,0,0
773.0,-2423.845862707343,-1295119.6857713715,4,498.8456;626.3070;479.2459;265.2594,1425.2732;1789.4486;1369.2739;757.8840,1;1;1;1,0,0
774.0,-2432.1921488510125,-1297551.8779202225,4,499.9940;628.2030;481.1219;266.8305,1428.5543;1794.8658;1374.6339;762.3729,1;1;1;1,0,0
775.0,-2440.53843881693,-1299992.4163590395,4,501.1423;630.0987;482.9982;268.4018,1431.8353;1800.2819;1379.9948;766.8624,1;1;1;1,0,0
776.0,-2448.884730325808,-1302441.3010893653,4,502.2906;631.9939;484.8747;269.9733,1435.1161;1805.6968;1385.3563;771.3524,1;1;1;1,0,0
777.0,-2129.2275525210143,-1304570.5286418863,4,252.3101;633.6704;486.8175;271.6012,720.8861;1810.4869;1390.9071;776.0034,0;1;1;1,0,0
778.0,-2137.4718564937893,-1306708.00049838,4,253.4748;635.3473;488.7603;273.2290,724.2138;1815.2779;1396.4581;780.6544,0;1;1;1,0,0
779.0,-2150.7165205556166,-1308858.7170189356,4,254.6394;637.0244;490.7032;274.8569,727.5411;1820.0699;1402.0091;785.3055,1;1;1;1,0,0
780.0,-2158.9615387131425,-1311017.6785576488,4,255.8038;638.7020;492.6461;276.4849,730.8681;1824.8627;1407.5603;789.9568,1;1;1;1,0,0
781.0,-2167.20690507348,-1313184.8854627223,4,256.9681;640.3798;494.5891;278.1129,734.1946;1829.6565;1413.1116;794.6082,1;1;1;1,0,0
782.0,-2175.4526138422875,-1315360.3380765645,4,258.1323;642.0579;496.5321;279.7409,737.5209;1834.4512;1418.6630;799.2596,1;1;1;1,0,0
783.0,-2183.69865932189,-1317544.0367358865,4,259.2964;643.7364;498.4751;281.3689,740.8467;1839.2468;1424.2145;803.9112,1;1;1;1,0,0
784.0,-2191.94503590944,-1319735.981771796,4,260.4603;645.4152;500.4182;282.9970,744.1722;1844.0433;1429.7661;808.5628,1;1;1;1,0,0
785.0,-2200.191738095121,-1321936.1735098911,4,261.6241;647.0942;502.3613;284.6251,747.4974;1848.8407;1435.3179;813.2146,1;1;1;1,0,0
786.0,-2208.4387604603853,-1324144.6122703515,4,262.7878;648.7736;504.3044;286.2533,750.8222;1853.6389;1440.8697;817.8665,1;1;1;1,0,0
787.0,-2216.6860976762373,-1326361.2983680277,4,263.9513;650.4533;506.2476;287.8815,754.1466;1858.4380;1446.4216;822.5184,1;1;1;1,0,0
788.0,-2224.9337445015444,-1328586.2321125292,4,265.1147;652.1333;508.1908;289.5097,757.4707;1863.2380;1451.9736;827.1705,1;1;1;1,0,0
789.0,-2233.1816957813917,-1330819.4138083106,4,266.2780;653.8136;510.1340;291.1379,760.7944;1868.0388;1457.5257;831.8227,1;1;1;1,0,0
790.0,-2241.429946445469,-1333060.843754756,4,267.4412;655.4942;512.0772;292.7662,764.1178;1872.8404;1463.0778;836.4749,1;1;1;1,0,0
791.0,-2249.6784915064904,-1335310.5222462625,4,268.6043;657.1750;514.0205;294.3946,767.4408;1877.6429;1468.6300;841.1273,1;1;1;1,0,0
792.0,-2257.927326058655,-1337568.4495723213,4,269.7672;658.8562;515.9638;296.0229,770.7635;1882.4463;1474.1823;845.7798,1;1;1;1,0,0
793.0,-2266.1764452761295,-1339834.6260175975,4,270.9300;660.5376;517.9071;297.6513,774.0859;1887.2504;1479.7346;850.4323,1;1;1;1,0,0
794.0,-2274.4258444115703,-1342109.051862009,4,272.0927;662.2194;519.8505;299.2797,777.4079;1892.0554;1485.2870;855.0849,1;1;1;1,0,0
795.0,-2282.675518794676,-1344391.7273808038,4,273.2553;663.9014;521.7938;300.9082,780.7295;1896.8611;1490.8395;859.7377,1;1;1;1,0,0
796.0,-2290.9254638307684,-1346682.6528446346,4,274.4178;665.5837;523.7372;302.5367,784.0508;1901.6677;1496.3920;864.3905,1;1;1;1,0,0
797.0,-2299.175674999405,-1348981.828519634,4,275.5801;667.2663;525.6806;304.1652,787.3718;1906.4751;1501.9446;869.0434,1;1;1;1,0,0
